"Happy Feet Two returns audiences to the magnificent landscape of Antarctica in superb 3D. Mumble, The Master of Tap, has a problem because his tiny son, Erik, is choreo-phobic. Reluctant to dance, Erik runs away and encounters The Mighty Sven-a penguin who can fly! Mumble has no hope of competing with this charismatic new role model. But things get worse when the world is shaken by powerful forces. Erik learns of his father's ""guts and grit"" as Mumble brings together the penguin nations and all manner of fabulous creatures-from tiny Krill to giant Elephant Seals-to put things right. -- (C) Warner Bros",PG ,Gary Eck,David Peers,Director Not Available,Gary Eck,Warren Coleman,Paul Livingston,Writer Not Available,11/18/2011,99 minutes,Warner Bros. Pictures,Elijah Wood,Robin Williams,Sofa Vergara,Pink,Hank Azaria,Brad Pitt,Happy Feet Two,2011
"Cinderella's wicked stepmother has tipped the balance of power toward the dark side in Fairy Tale Land, and now it's up to the put-upon princess to restore order and ensure that good triumphs in an animated adventure featuring the voices of Sarah Michelle Gellar, Freddie Prinze Jr., Sigourney Weaver, and George Carlin. For years, the Wise Wizard has worked hard to ensure that the scales of good and evil were always well-balanced, but as with any hard worker the Wise Wizard needs a relaxing vacation every once in a while. When the Wise Wizard goes on holiday, his faithful assistants Munk and Mambo make the crucial mistake of allowing Cinderella's wicked stepmother, Frieda, come into possession of their master's magical staff. With time fast running out before Frieda casts a shadow of darkness and sorrow over Fairy Tale Land, Cinderella must now awaken from her romantic dreams to take on her fearsome stepmother with a little help from her best friend, Rick, and a virtual army of heroic dwarves and fairies. ~ Jason Buchanan, Rovi",PG ,Paul J. Bolger,Director Not Available,Director Not Available,Rob Moreland,Robert Moreland,Writer Not Available,Writer Not Available,12/16/2006,87 minutes,Lionsgate,Sarah Michelle Gellar,Freddie Prinze Jr.,Andy Dick,Wallace Shawn,Patrick Warburton,George Carlin,Happily N'ever After,2006
"A machine allows therapists to enter patients' dreams. When it's stolen, all hell breaks loose, and only a woman therapist (nicknamed ""Paprika"") seems able to stop it.",R ,Satoshi Kon,Director Not Available,Director Not Available,Seishi Minakami,Satoshi Kon,Writer Not Available,Writer Not Available,10/7/2006,91 minutes,Sony Pictures Classics,Megumi Hayashibara,Tru Furuya,Katsunosuke Hori,Toru Emori,Koichi Yamadera,Akio tsuka,Paprika,2006
"The journey of a three-ton Iguanodon named Aladar, who is raised from the egg by a clan of lemurs and eventually reunited with his own kind. With flaming meteors devastating the landscape and water in diminishing supply, the dinosaurs find themselves in a race against time to reach the safety of their nesting grounds. When Aladar comes to the aid of a group of misfits unable to keep up with the breakneck pace of the herd, he makes an enemy of Kron, the stone-hearted leader of the group. Faced with such perils as treacherous rock slides and attacking Carnotaurs, Aladar and his new friends must overcome tremendous obstacles before they can settle into a new life in a beautiful valley.",PG ,Ralph Zondag,Eric Leighton,Director Not Available,Robert Nelson Jacobs,John Kent Harrison,Writer Not Available,Writer Not Available,5/19/2000,82 minutes,Buena Vista,D.B. Sweeney,Jonathan Harris,Julianna Margulies,Alfre Woodard,Ossie Davis,Joan Plowright,Dinosaur,2000
"From director Makoto Shinkai, the innovative mind behind Voices of a Distant Star and 5 Centimeters Per Second, comes a beautiful masterpiece about time, the thread of fate, and the hearts of two young souls. The day the stars fell, two lives changed forever. High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki's body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other. Yet, somehow, it works. They build a connection and communicate by leaving notes, messages, and more importantly, an imprint. When a dazzling comet lights up the night's sky, something shifts, and they seek each other out wanting something more-a chance to finally meet. But try as they might, something more daunting than distance prevents them. Is the string of fate between Mitsuha and Taki strong enough to bring them together, or will forces outside their control leave them forever separated?",PG ,Makoto Shinkai,Director Not Available,Director Not Available,Makoto Shinkai,Writer Not Available,Writer Not Available,Writer Not Available,4/7/2017,106 minutes,FUNimation Films,Rynosuke Kamiki,Michael Sinterniklaas,Mone Kamishiraishi,Stephanie Sheh,Masami Nagasawa,Laura Post,Your Name. (Kimi No Na Wa.),2017
"Batman and the new Robin, his son Damian Wayne, clash over different codes of morality while protecting Gotham from villains.",PG-13,Jay Oliva,Director Not Available,Director Not Available,J.M. DeMatteis,Bob Kane,Writer Not Available,Writer Not Available,4/14/2015,72 minutes,WARNER BROTHERS PICTURES,Stuart Allen,Jason O'Mara,Stuart Allan (II),Kevin Conroy,Griffin Gluck,Jeremy Sisto,Batman Vs. Robin,2015
"Bambi knows his mother is gone. His stoic father, the Great Prince of the Forest, has little choice but to raise Bambi on his own. He has no experience caring for a fawn, but as wise friend Owl suggests, who better to raise the young prince than the Great Prince himself? Bambi is sent off to play with his friends Thumper and Flower, who are going to the yearly ritual of the Groundhog emerging from its hole. Thumper is trying to avoid his adorable but nosy little sisters, and Flower is hoping for more winter so he can get back to hibernating. Bambi also reconnects with the sweet doe Faline, who makes Bambi blush and stumble. But Ronno, a bully with budding antlers, targets the young prince as his enemy. Bambi learns valuable life lessons and the ways of the forest as a new season begins. But there are many adventures and obstacles that both Bambi and the Great Prince must overcome together as they realize they have much to teach each other. Together, they can look forward to a bright future.",G,Jim Ballantine,Brian Pimental,Director Not Available,Brian Pimental,Alicia Kirk,Writer Not Available,Writer Not Available,1/1/2006,72 minutes,DisneyToon Studios,Patrick Stewart,Alexander Gould,Keith Ferguson,Brendon Baerg,Nicky Jones,Andrea Bowen,Bambi II,2006
"Directed by Robert Zemeckis and based on children's author Chris Van Allsburg's modern holiday classic of the same name, The Polar Express revolves around Billy (Hayden McFarland), who longs to believe in Santa Claus but finds it quite difficult to do so, what with his family's dogged insistence that all of it, from the North Pole, to the elves, to the man himself, is all just a myth. This all changes, however, on Christmas Eve, when a mysterious train visits Billy in the middle of the night, promising to take him and a group of other lucky children to the North Pole for a visit with Santa. The train's conductor (Tom Hanks) along with the other passengers help turn Billy's crisis in faith into a journey of self-discovery. A long-time fan of Van Allsburg's book, Hanks also helped produce the film. ~ Tracie Cooper, Rovi",G,Robert Zemeckis,Director Not Available,Director Not Available,Robert Zemeckis,William Broyles,Writer Not Available,Writer Not Available,11/10/2004,100 minutes,Warner Bros. Pictures,Leslie Zemeckis,Tom Hanks,Michael Jeter,Nona Gaye,Steven Tyler,Eddie Deezen,The Polar Express,2004
"Paramount Pictures and Columbia Pictures Present a 3D Motion Capture Film The Adventures of Tintin directed by Steven Spielberg from a screenplay by Steven Moffat and Edgar Wright & Joe Cornish. Starring Jamie Bell as Tintin, the intrepid young reporter whose relentless pursuit of a good story thrusts him into a world of high adventure, and Daniel Craig as the nefarious Red Rackham. -- (C) Official Site",PG ,Steven Spielberg,Director Not Available,Director Not Available,Steven Moffat,Joe Cornish,Edgar Wright,Writer Not Available,12/21/2011,107 minutes,Paramount,Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Toby Jones,The Adventures of Tintin,2011
"From Academy Award (R)-nominee Hiromasa Yonebayashi - animator on Studio Ghibli masterpieces Spirited Away, Howl's Moving Castle, and Ponyo, and director of When Marnie Was There and The Secret World of Arrietty - comes a dazzling new adventure about a young girl named Mary, who discovers a flower that grants magical powers, but only for one night. Mary is an ordinary young girl stuck in the country with her Great-Aunt Charlotte and seemingly no adventures or friends in sight. She follows a mysterious cat into the nearby forest, where she discovers an old broomstick and the strange Fly-by-Night flower, a rare plant that blossoms only once every seven years and only in that forest. Together the flower and the broomstick whisk Mary above the clouds, and far away to Endor College - a school of magic run by headmistress Madam Mumblechook and the brilliant Doctor Dee. But there are terrible things happening at the school, and when Mary tells a lie, she must risk her life to try to set things right. Based on Mary Stewart's 1971 classic children's book The Little Broomstick, Mary and The Witch's Flower is an action-packed film full of jaw-dropping imaginative worlds, ingenious characters, and the stirring, heartfelt story of a young girl trying to find a place in the world. Featuring the voices of Ruby Barnhill and Academy Award-winners Kate Winslet and Jim Broadbent",PG ,Hiromasa Yonebayashi,Director Not Available,Director Not Available,Hiromasa Yonebayashi,Riko Sakaguchi,Writer Not Available,Writer Not Available,1/19/2018,102 minutes,GKIDS,Hana Sugisaki,Rynosuke Kamiki,Yuki Amami,Fumiyo Kohinata,Hikari Mitsushima,Shinobu Ohtake,Mary and The Witch's Flower,2018
"A polar bear of many words, Norm's greatest gripe is simple: there is no room for tourists in the Arctic. But when a maniacal developer threatens to build luxury condos in his own backyard, Norm does what all normal polar bears would do...he heads to New York City to stop it. With a cast of ragtag lemmings at his side, Norm takes on the big apple, big business and a big identity crisis to save the day. -- (C) Lionsgate",PG ,Director Not Available,Director Not Available,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,1/15/2016,86 minutes,Lionsgate,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Norm of the North,2016
"In the hilarious new animated-adventure, Ratatouille, a rat named Remy dreams of becoming a great chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the city of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unwanted visitor in the kitchen at one of Paris' most exclusive restaurants, Remy forms an unlikely partnership with Linguini, the garbage boy, who inadvertently discovers Remy's amazing talents. They strike a deal, ultimately setting into motion a hilarious and exciting chain of extraordinary events that turns the culinary world of Paris upside down. Remy finds himself torn between following his dreams or returning forever to his previous existence as a rat. He learns the truth about friendship, family and having no choice but to be who he really is, a rat who wants to be a chef.",G,Jan Pinkava,Brad Bird,Director Not Available,Brad Bird,Writer Not Available,Writer Not Available,Writer Not Available,6/29/2007,110 minutes,Disney/Pixar,Patton Oswalt,Brad Garrett,Ian Holm,Lou Romano,Brian Dennehy,Peter Sohn,Ratatouille,2007
"A tale about a trumpet swan named Louie who receives a voice only after his father risks all to steal a trumpet for him. Developing a valuable relationship with Sam, a young boy who becomes his friend and mentor, Louie becomes a famous musician in order to earn enough money to pay back the music store owner for the lost instrument. In the process, he also wins the heart of the lovely Serena and, in the end, the two trumpeter swans live happily ever after.",G,Terry Noss,Richard Rich,Terry L. Noss,Judy Rothman Rofe,Writer Not Available,Writer Not Available,Writer Not Available,5/11/2001,75 minutes,Columbia Pictures,Jason Alexander,Mary Steenburgen,Reese Witherspoon,Seth Green,Carol Burnett,Joe Mantegna,The Trumpet of the Swan,2001
"The magical kingdom of Lucis is home to the sacred Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis (Sean Bean) commands an elite force of soldiers called the Kingsglaive. Wielding their king's magic, Nyx (Aaron Paul) and his fellow soldiers fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum - to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae (Lena Headey), captive of Niflheim, and surrender his lands to the empire's rule. Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination.",PG-13 ,Takeshi Nozue,Director Not Available,Director Not Available,Takashi Hasegawa,Writer Not Available,Writer Not Available,Writer Not Available,8/19/2016,110 minutes,Square Enix Company,Sean Bean,Lena Headey,Aaron Paul,Adrian Bouchet,Liam Mulvey,Andrea Tivadar,Kingsglaive: Final Fantasy XV,2016
"Walt Disney Animation Studios' magical classic Beauty and the Beast returns to the big screen in Disney Digital 3D(TM), introducing a whole new generation to the Disney classic with stunning new 3D imagery. The film captures the fantastic journey of Belle (voice of Paige O'Hara), a bright and beautiful young woman who's taken prisoner by a hideous beast (voice of Robby Benson) in his castle. Despite her precarious situation, Belle befriends the castle's enchanted staff-a teapot, a candelabra and a mantel clock, among others-and ultimately learns to see beneath the Beast's exterior to discover the heart and soul of a prince. -- (C) Disney",G,Gary Trousdale,Director Not Available,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,11/22/1991,85 minutes,Buena Vista,Paige O'Hara,Robby Benson,Jerry Orbach,Angela Lansbury,David Ogden Stiers,Jesse Corti,Beauty and the Beast,1991
"Sweet-natured Justin dreams of becoming a Knight just like his legendary Grandfather, Sir Roland. However Knights have been banished from the Kingdom by The Queen and replaced by Lawyers and their strict rules. But after an inspiring visit to his beloved Gran, Justin's mission becomes clear. He bids farewell to his sweetheart Lara and embarks on the ultimate quest: to train to become a Knight. Along the way he meets the beautiful, but feisty, Talia a quirky wizard called Melquiades; the handsome, but misguided, Sir Clorex and upon reaching the Tower of Wisdom is mentored by the three wise monks; Blucher, Legantir and Braulio. However Justin soon learns that banished Knight Sir Heraclio is putting together an army, with his faithful sidekick Sota, to overthrow The Queen and take the Kingdom. Justin must quickly rise to the challenge and find the courage to become the Knight he truly wishes to be. Join the unlikeliest of heroes and his friends on the journey of a lifetime that promises nail biting adventure, oodles of magic, heaps of fun, oh and a flame throwing toothless crocodile...",PG ,Manuel Sicilia,Director Not Available,Director Not Available,Manuel Sicilia,Matthew Jacobs,Writer Not Available,Writer Not Available,7/22/2014,96 minutes,Arc Entertainment,Antonio Banderas,Freddie Highmore,James Cosmo,Saoirse Ronan,Mark Strong (II),Tamsin Egerton,Justin and the Knights of Valour,2013
"Scrat's nutty pursuit of the cursed acorn, which he's been after since the dawn of time, has world-changing consequences - a continental cataclysm that triggers the greatest adventure of all for Manny, Diego and Sid. In the wake of these upheavals, Sid reunites with his cantankerous Granny, and the herd encounters a ragtag menagerie of seafaring pirates determined to stop them from returning home. -- (C) Official Site",PG ,Mike Thurmeier,Steve Martino,Director Not Available,Michael Berg,Jason Fuchs,Writer Not Available,Writer Not Available,7/13/2012,87 minutes,20th Century Fox,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Seann William Scott,Josh Peck,Ice Age: Continental Drift,2012
"A high-strung, red-headed bird battles a prominent municipal lawyer, hoping to prevent him from seizing his property, bulldozing his house, and building a mega-mansion that will turn big profits. Along the way, he wreaks havoc on the building site and drives the crew crazy.",PG ,Alex Zamm,Director Not Available,Director Not Available,Alex Zamm,Walter Lantz,William Robertson,Writer Not Available,2/6/2018,84 minutes,Universal Pictures Home Entertainment,Eric Bauza,Timothy Omundson,Thaila Ayala,Scott McNeil,Jordana Largy,Graham Verchere,Woody Woodpecker,2017
"The son of a Viking chief must capture a dragon in order to mark his passage into manhood and prove his worthiness to the tribe in directors Chris Sanders and Dean DeBlois' adaptation of Cressida Cowell's popular children's book. Gerard Butler, America Ferrera, Jonah Hill, Jay Baruchel, and Christopher Mintz-Plasse provide voices for the DreamWorks Animation production. ~ Jason Buchanan, Rovi",PG ,Dean DeBlois,Chris Sanders,Director Not Available,Chris Sanders,Dean DeBlois,William Davies,Writer Not Available,3/26/2010,98 minutes,Paramount/DWA,Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,Christopher Mintz-Plasse,How to Train Your Dragon,2010
"Impressed by the success of Disney's Snow White and the Seven Dwarfs, Paramount Pictures ordered the studio's resident animation producer Max Fleischer to come up with a feature-length cartoon of his own. Utilizing an expanded staff and new production facilities in Miami, Florida, Fleischer and his brother Dave Fleischer spent six months mulling over story properties before deciding upon Jonathan Swift's Gulliver's Travels; 20 months later, the film was completed and ready for release. Only the first part of Swift's novel, taking place in the miniature lands of Lilliput and Blefuscu, was used in the film, while the original plot, a satire of warfare stemming from an argument over which end of an egg to crack, was jettisoned entirely in favor of a sappy love story with slapstick overtones. Shipwrecked by a storm at sea, normal-sized Lemuel Gulliver washes up on the shore of Lilliput, where the citizens are no larger than Gulliver's thumb. Discovered by excitable town crier Gabby, Gulliver is roped to the ground by the Lilliputians, only to escape with ease upon waking up. While longing to head homeward to England, Gulliver becomes involved in a feud between Lilliput's King Little and Blefuscu's King Bombo. On the eve of the wedding between Little's son Prince David and Bombo's daughter Princess Glory, the two monarchs have a falling out over which national anthem will be played at the ceremony. After a seemingly endless series of misunderstandings and intrigues-many of them perpetrated by Bombo's comic-opera spies Sneak, Snoop and Snitch-Gulliver solves everyone's problems by suggesting that both anthems be played together, resulting in what was supposed to have been the film's hit song ""Faithful Forever"". Lacking the emotional ""pull"" of Snow White and the Seven Dwarfs--not to mention the excellence of Disney's animation--Gulliver's Travels must rely upon the slapstick antics of Gabby, the three spies, and carrier pigeon Twinkletoes to keep the audience awake (all of these characters would be spun off into cartoon series of their own). The songs, like the film itself, are nothing special, though Paramount managed to get a lot of mileage out of ""All's Well"" and ""It's a Hap-Hap-Happy Day"". Singers Sam Parker, Lanny Ross and Jessica Dragonette are heard as Gulliver, David and Glory, while such Fleischer ""regulars"" as Jack Mercer and Pinto Colvig play the comic roles. Its many flaws aside, Gulliver's Travels was reasonably successful at the box office, though one wonders if it wouldn't have been an even bigger hit had the Fleischers followed through with their original plan to cast Popeye the Sailor in the role of Gulliver. ~ Hal Erickson, Rovi",NR,Dave Fleischer,Director Not Available,Director Not Available,Don Gordon,Edmond Seward,Izzy Sparber,Ted Pierce,12/22/1939,74 minutes,Koch Vision,Jessica Dragonette,Lanny Ross,Pinto Colvig,Jack Mercer,Cast Not Available,Cast Not Available,Gulliver's Travels,1939
"Controversial animator Ralph Bakshi's literal adaptation of J.R.R. Tolkien's classic fantasy trilogy, The Lord of the Rings, is brought to the screen in a reverent, stilted way, with Bakshi forsaking his sharp-edged animated looniness for a rotoscoped dullness. Although the film's title encompasses the entire Tolkien trilogy, this longish Bakshi feature, in fact, covers only the first book, The Fellowship of the Ring, and the first half of the second, The Two Towers. Given the complexity of the original story line, this unfortunately means that only those intimately familiar with the books will be able to understand what is happening in the movie. In brief, however, an evil sorcerer from a previous era created a magical ring which enables its users to call upon its tremendous powers to rule the world, but it inevitably warps them to evil. It was believed lost, but during a resurgence of magical evil in the world, Bilbo, a simple, plain-spoken hobbit, recovers it from its hiding place. The forces of good give his nephew Frodo the choice to bear the awful burden of the ring to a place where it may be destroyed.",PG,Ralph Bakshi,Director Not Available,Director Not Available,Peter S. Beagle,Chris Conkling,Writer Not Available,Writer Not Available,11/15/1978,132 minutes,WARNER BROTHERS PICTURES,Michael Scholes,John Hurt,Michael Sholes,Anthony Daniels,Simon Chandler,William Squire,The Lord of the Rings,1978
Nome is an island: Based-on-true-story about the sled dog who led a famed mission of mercy for Alaskan children in 1925. Enough animated schmaltz to melt the polar cap.,G,Simon Wells,Director Not Available,Director Not Available,Cliff Ruby,Elana Lesser,David Steven Cohen,Roger S.H. Schulman,12/22/1995,78 minutes,MCA Universal Home Video,Kevin Bacon,Lola Bates-Campbell,Bob Hoskins,Bridget Fonda,Jim Cummings,Phil Collins,Balto,1995
"""Fantasia/2000"" brings to fruition Walt Disney's dream of creating a ""concert film"" with a perpetually changing repertoire. Sixty years after the release of Disney's classic 1940 experiment in sight and sound, a new generation of Disney animators and filmmakers offer an exciting showcase for today's audiences as they visually interpret classical compositions by Beethoven, Shostakovich, Respighi, Gershwin, Dukas, Saint-Saens, Elgar, and Stravinsky. This animated extravaganza features seven new selections and one returning favorite from the original classic. World renowned conductor James Levine takes up the baton and leads the Chicago Symphony Orchestra. Like its pioneering predecessor, ""Fantasia/2000"" embraces all the latest technological tools and innovations to tell its stories and create breathtaking imagery.",G,James Algar,Gatan Brizzi,Paul Brizzi,Eric Goldberg,Don Hahn,Writer Not Available,Writer Not Available,6/16/2000,90 minutes,Buena Vista Pictures,Penn & Teller,Steve Martin,Leopold Stokowski,Bette Midler,James Levine,Itzhak Perlman,Fantasia 2000,2000
"Alex the Lion, Marty the Zebra, Gloria the Hippo, and Melman the Giraffe are still fighting to get home to their beloved Big Apple and of course, King Julien, Maurice and the Penguins are all along for the comedic adventure. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style. -- (C) Dreamworks",PG ,Conrad Vernon,Eric Darnell,Tom McGrath,Eric Darnell,Noah Baumbach,Writer Not Available,Writer Not Available,6/8/2012,93 minutes,Paramount/Dreamworks,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric the Entertainer,Madagascar 3: Europe's Most Wanted,2012
"This stylish animated adventure is based on the '90s animated television series, which in turn is based on the original comics and Tim Burton's live action ""Batman"" films. Unlike the campy 1960s version of Batman, this version is half-mad from the superhero's obsession with justice. It is only his unusual sense of ethics that keeps him from becoming a full-blown psychotic. The story describes the origins of Batman as it follows the Dark Knight's attempts to capture the elusive, deadly Phantasm who kills a crime lord and makes it look as if Batman did it, causing a media smear campaign against the Caped Crusader. At the same time, millionaire Bruce Wayne holds a party at his mansion. There he meets Councilman Arthur Reeves, the man behind the accusations. Reeves derides playboy Wayne for allowing his college sweetheart Andrea Beaumont to leave him. Suddenly Wayne flashes back to his pre-Batman days. He remembers how he met her while visiting his parents' graves to renew his vow that he would spend his life fighting crime to avenge their wrongful deaths. He has already devised an early version of his alter-ego Batman, but that is nearly forgotten when he falls in love with Andrea. The story then jumps from past to present and back as the mysterious Phantasm strikes again. Batman continues his investigation and discovers a disturbing link between Andrea, who suddenly shows up after many years absence, and the villain. Meanwhile, the Phantasm, feeling that Batman is too close to learning his/her identity hires the Joker to kill him. But the Joker has his own agenda and much action ensues before the mystery of the Phantasm identity is solved, Batman clears his name, and justice is served. This film was originally made to go straight to video, Warner's studio liked it enough to release it theatrically. Some of the violence may be inappropriate for very young children.",PG,Eric Radomski,Bruce W. Timm,Director Not Available,Martin Paso,Michael Reaves,Paul Dini,Alan Burnett,12/24/1993,80 minutes,WARNER BROTHERS PICTURES,Kevin Conroy,Stacy Keach,Hart Bochner,Dana Delany,Efrem Zimbalist Jr.,Mark Hamill,Batman: Mask Of The Phantasm,1993
"When the peaceful inhabitants of the planet Terra come under attack from humans in search of a new home, the friendship between a human pilot and an alien girl may hold the key to saving both races. Mala (Evan Rachel Wood) is an alien girl living on the planet Terra. The Terrians are gentle race of extraterrestrials that have no need for war, and harbor a deep respect for nature. When Earth's natural resources began to dwindle, the human race established colonies on Venus and Mars. Although that solution worked temporarily, tragedy struck when the colonies on Venus and Mars attempted to declare independence from Earth, and all three planets were destroyed in the ensuing war. Now, humankind's only hope for survival is to reach Terra. The few remaining humans have developed a machine that will make Terra habitable for them yet poisonous for Terrians, and while the human council is dedicated to finding a peaceful means of coexisting with the Terrians, the villainous General Hemmer (Brian Cox) is fast losing patience. When heroic human fighter pilot Lt. Jim Stanton (Luke Wilson) crash-lands on Terra while chasing Mala into uncharted territory, the empathetic alien girl saves his life, and an interspecies friendship is forged. But time is running out for both the humans and the Terrians, and when General Hemmer stages a military coup d'tat, the stage is set for a battle that threatens to destroy both species. ~ Jason Buchanan, Rovi",PG ,Aristomenis Tsirbas,Director Not Available,Director Not Available,Aristomenis Tsirbas,Evan Spiliotopoulos,Writer Not Available,Writer Not Available,5/1/2009,79 minutes,Roadside Atrractions,Evan Rachel Wood,Justin Long,Luke Wilson,Brian Cox,Dennis Quaid,David Cross,Battle For Terra,2009
"Santa doesn't want to retire, but rules are rules and he must train someone to replace him. The lucky winner, to be chosen from among millions of children, must be named Nicholas, be an orphan and have a pure heart. On the other side of the planet, there is a little boy who is a perfect match, but his lack of self-confidence and fear of heights make him a poor contestant. Will Santa agree to step down, and help his apprentice take his place?",G,Luc Vinciguerra,Director Not Available,Director Not Available,Luc Vinciguerra,David Freedman,Alexandre Rvrend,Writer Not Available,10/28/2008,80 minutes,Gaumont,Isabelle Mergault,Julie Gayet,Line Renaud,Jean-Pierre Marielle,Lorant Deutsch,Bruno Salomone,Santa's Apprentice (L'apprenti Pere Noel),2010
"Based on the popular Nickelodeon TV series Rugrats, this is the first full-length feature animated movie to star the little tots. It's the story of diaper-clad kids, told from a baby's point- of-view, and they were one of the hottest-selling toy franchises of the late '90s. The film features a hilarious musical number in the hospital nursery, where newborns have the voices of major rock stars that include Jakob Dylan (Bob Dylan's son), Iggy Pop, Lou Rawls, Lisa Loeb, and Patti Smith, to name a few. The story escalates when self-proclaimed leader Tommy Pickles is thrust into an impossible situation with the birth of his new brother, Dil Pickles. This new kid is grabbing all the attention and won't stop crying. With the help of other toddlers Lil and Phil, Tommy decides that the baby should be returned to the hospital for fixing. They all hop on their little wagon and take a high-speed ride straight into the deep woods where they realize they're lost. Chased around by animals (or so they think), the Rugrats clan must get home in one piece. Other celebrity voices include Whoopi Goldberg and The Rocky Horror Picture Show's Tim Curry, as well as Saturday Night Live's Andrea Martin and David Spade. ~ Chris Gore, Rovi",G,Norton Virgien,Igor Kovalyov,Director Not Available,David N. Weiss,J. David Stern,J. David Stem,Writer Not Available,11/20/1998,87 minutes,Paramount Pictures,E.G. Daily,Kath Soucie,Melanie Chartoff,Cheryl Chase,Cree Summer,Jack Riley,The Rugrats Movie,1998
"""Iron Giant"" is based upon the 1968 story,'Iron Man,' by the British poet laureate Ted Hughes. The film is about a giant metal machine that drops from the sky and frightens a small town in Maine in 1958, only to find a friend named, Hogarth, that ultimately finds its humanity and saving the towns people of their fears and prejudices.",PG ,Brad Bird,Director Not Available,Director Not Available,Tim McCanlies,Brad Bird,Writer Not Available,Writer Not Available,7/1/1999,86 minutes,Warner Bros. Pictures,Eli Marienthal,Vin Diesel,Jennifer Aniston,Harry Connick Jr.,Cloris Leachman,James Gammon,The Iron Giant,1999
"The Illusionist is one of a dying breed of stage entertainers. With emerging rock stars stealing his thunder in the late 1950s, he is forced to accept increasingly obscure assignments in fringe theatres, at garden parties and in bars and cafs. Then, while performing in a village pub off the west coast of Scotland, he encounters Alice, an innocent young girl, who will change his life forever. Watching his performance for the excited villagers who are celebrating the arrival of electricity on their remote island, Alice is awestruck by his show and believes his tricks are real magic. Though they don‟t speak the same language, the two lonely strangers quickly bond through small kindnesses. Fascinated by The Illusionist, Alice stows away on his departing ship and follows him to Edinburgh. There, they quickly fall into a father - daughter relationship, with Alice keeping their home at a boarding house for vaudevillians, while he goes to work in a small local theatre. Enchanted by her enthusiasm for his act, The Illusionist rewards Alice with increasingly lavish gifts he has 'conjured' into existence. Desperate not to disappoint her, he cannot bring himself to reveal that magic does not exist and that he‟s driving himself to ruin working all night jobs to buy her gifts. As The Illusionist grows older, Alice grows up. She falls in love with a young man and is no longer so enchanted by The Illusionist‟s conjuring. She moves on with her life, and The Illusionist no longer has to pretend. Untangled from his own web of deceit, he resumes his life as a much wiser man. -- (C) Sony Pictures Classics",PG ,Sylvain Chomet,Director Not Available,Director Not Available,Jacques Tati,Sylvain Chomet,Writer Not Available,Writer Not Available,12/25/2010,82 minutes,Sony Pictures Classics,Jean-Claude Donda,Eilidh Rankin,Paul Bandey,Edith Rrankin,Tom Urie,James T. Muir,The Illusionist (L'illusionniste),2010
"Animator Bill Plympton offers a moral fable with his own surreal touch in this dark comedy. Tough guy Angel wakes up one morning to discover his body has begun to match his name -- a pair of wings has sprouted from his back. Angel doesn't care to have wings and is annoyed by the ridicule they inspire among his drinking buddies, so he cuts them off, only to find they quickly grow back. Even worse, Angel learns the wings have their own moral compass, and while he's a bitter and self-centered man, the wings are forcing him to be benevolent in a way that hardly suits him. Hoping a professional can help, Angel has a surgeon amputate the wings, but when Bart, the bartender at Angel's favorite watering hole, makes trouble for a woman who is a regular at the tavern, the wings return again and the barkeep realizes he can use Angel's talents to his advantage, leading to a war of wills between two corrupt men and one mysterious force for good. Angels And Idiots tells its story without dialogue but does include songs from such artists as Tom Waits, Moby, Pink Martini and Nicole Renaud.",NR,Bill Plympton,Director Not Available,Director Not Available,Bill Plympton,Writer Not Available,Writer Not Available,Writer Not Available,10/8/2010,78 minutes,Bill Plympton Studios,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Idiots and Angels,2010
