"In partnership with the Nisonger Center at the Ohio State University, Gateway Film Center will now offer monthly Sensory Friendly Screenings for families, children, or any other individuals living with autism or other developmental disabilities. These screenings offer a more relaxed and comfortable movie-going experience with auditorium lighting kept at a higher level and normal audio kept at a lower level. On the second Saturday of every month the Gateway Film Center will screen a first-run family film or a classic family film from its library. All proceeds will benefit the Nisonger Center. Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",G,Steve Box,Nick Park,Director Not Available,Bob Baker,Steve Box,Mark Burton,Nick Park,10/7/2005,94 minutes,Dreamworks,Peter Sallis,Ralph Fiennes,Helena Bonham Carter,Peter Kay,Clement Nicholas Smith,Nicholas Smith,Wallace & Gromit: The Curse of the Were-Rabbit,2005
"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",G,Clyde Geronimi,Wilfred Jackson,Hamilton Luske,Ken Anderson,Bill Peet,Erdman Penner,Ted Sears,2/15/1950,60 minutes,RKO Radio Pictures,Ilene Woods,Eleanor Audley,Verna Felton,William Phipps,Claire Du Brey,Helene Stanley,Cinderella,1950
"Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved ""Peanuts"" gang make their big-screen debut, like they've never been seen before, in state of the art 3D animation. Charlie Brown, the world's most beloved underdog, embarks upon an epic and heroic quest, while his best pal, the lovable beagle Snoopy, takes to the skies to pursue his arch-nemesis, the Red Baron. From the imagination of Charles M. Schulz and the creators of the ICE AGE films, THE PEANUTS MOVIE will prove that every underdog has his day. (C) Fox",G,Steve Martino,Director Not Available,Director Not Available,Bryan Schulz,Craig Schulz,Charles M. Schulz,Writer Not Available,11/6/2015,92 minutes,20th Century Fox,Noah Schnapp,Hadley Belle Miller,Alexander Garfin,Mariel Sheets,Bill Melendez,Anastasia Bredikhina,The Peanuts Movie,2015
"When Chanticleer the Rooster (Glenn Campbell) is tricked into leaving town to seek fame as an Elvis-style Las Vegas singer, his farm is plunged into eternal darkness. This animated musical from Don Bluth centers on a young farm boy who embarks on a magical journey into the animal world to try and bring Chanticleer home.",G,Don Bluth,Dan Kuenster,Gary Goldman,David N. Weiss,Writer Not Available,Writer Not Available,Writer Not Available,4/3/1992,77 minutes,MGM,Glen Campbell,Ellen Greene,Christopher Plummer,Charles Nelson Reilly,Eddie Deezen,Phil Harris,Rock-a-Doodle,1992
"In a legendary time of heroes, the mighty warrior Beowulf battles the demon Grendel and incurs the hellish wrath of the beast's ruthlessly seductive mother. Their epic clash forges the timeless legend of Beowulf.",PG-13 ,Robert Zemeckis,Director Not Available,Director Not Available,Neil Gaiman,Roger Avary,Writer Not Available,Writer Not Available,11/15/2007,114 minutes,Paramount Pictures,Ray Winstone,Anthony Hopkins,John Malkovich,Robin Wright,Angelina Jolie,Brendan Gleeson,Beowulf,2007
"Astronaut Earl Jensen is blasted into space on a routine mission, which is sabotaged by the evil Dr. Frubar, a space program bigwig who plans to twist Earl's ""accident"" into public relations grist for an outlandish and costly new spacecraft initiative benefiting greedy advertiser cronies. Twenty years later, Earl's orphaned daughter Josie is an accomplished and obsessive astronomer, closely watching the heavens that swallowed her father. When Earl's long-lost ship unexpectedly plummets to earth, followed by a second craft containing bizarre alien creatures, Josie reunites with Earl, and a full-scale war ensues that pits the Jensens and their extraterrestrial friends against the Machiavellian Dr. Frubar. A family's vengeance and the soul of a nation hang in the balance!",R,Bill Plympton,Director Not Available,Director Not Available,Bill Plympton,Writer Not Available,Writer Not Available,Writer Not Available,1/19/2001,81 minutes,Apollo Cinema,Dan McCormas,George Casden,Francine Lobis,Matthew Brown,Matthew Rangi Brown,Cast Not Available,Mutant Aliens,2001
"Kubo and the Two Strings is an epic action-adventure set in a fantastical Japan from acclaimed animation studio LAIKA. Clever, kindhearted Kubo (voiced by Art Parkinson of ""Game of Thrones"") ekes out a humble living, telling stories to the people of his seaside town including Hosato (George Takei), Akihiro (Cary-Hiroyuki Tagawa), and Kameyo (Academy Award nominee Brenda Vaccaro). But his relatively quiet existence is shattered when he accidentally summons a spirit from his past which storms down from the heavens to enforce an age-old vendetta. Now on the run, Kubo joins forces with Monkey (Academy Award winner Charlize Theron) and Beetle (Academy Award winner Matthew McConaughey), and sets out on a thrilling quest to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known. With the help of his shamisen - a magical musical instrument - Kubo must battle gods and monsters, including the vengeful Moon King (Academy Award nominee Ralph Fiennes) and the evil twin Sisters (Academy Award nominee Rooney Mara), to unlock the secret of his legacy, reunite his family, and fulfill his heroic destiny.",PG ,Travis Knight (II),Director Not Available,Director Not Available,Marc Haimes,Chris Butler,Writer Not Available,Writer Not Available,8/19/2016,101 minutes,Focus Features,Art Parkinson,Charlize Theron,Ralph Fiennes,Rooney Mara,George Takei,Cary-Hiroyuki Tagawa,Kubo and the Two Strings,2016
"A strange disease is decimating the land and it's up to the Hero cloud to emerge from solitude and defeat a new breed of enemy in the computer animated feature that picks up where *Final Fantasy VII left off. It has been two years since the events of *Final Fantasy VII, and though the ruins of Midger still stand to show the sacrifices made for peace, a new threat to mankind has arrived. With the citizens of the countryside falling deathly ill and old enemies rising from the ashes to seek revenge, Cloud must leap back into action and help his fellow men lest his solitude leave all of mankind vulnerable to another devastating attack.",PG-13 ,Tetsuya Nomura,Takeshi Nozue,Director Not Available,Kazushige Nojima,Writer Not Available,Writer Not Available,Writer Not Available,4/25/2006,100 minutes,Destination Films,Steve Burton,Takahiro Sakurai,Steve Staley,Ayumi Ito,George Newbern,Shotaru Morikubo,Final Fantasy VII: Advent Children,2006
"Directed by Gregory Hoblit (Primal Fear), Fallen is a blend of the police drama and supernatural thriller genres. Homicide detective John Hobbes (Denzel Washington) narrates, taking the audience back to ""the time I almost died."" This sets a flashback in motion, beginning at the prison cell of serial killer Edgar Reese (Elias Koteas), who grabs Hobbes' hand and sings the Rolling Stones' ""Time Is on My Side."" After Reese is executed, Hobbes and his partner, Jonesy (John Goodman), find a seeming copycat killer, committing murders in a manner not unlike Reese. Hobbes is drawn into the occult after he meets theology professor Gretta Milano (Embeth Davidtz), the daughter of a dead police officer. Hobbes becomes a suspect himself, but he continues his search for the truth. Co-producer Dawn Steel died just as this film was due for release. ~ Bhob Stewart, Rovi",R ,Gregory Hoblit,Director Not Available,Director Not Available,Nicholas Kazan,Writer Not Available,Writer Not Available,Writer Not Available,6/1/1997,123 minutes,Warner Home Video,Denzel Washington,John Goodman,Donald Sutherland,Embeth Davidtz,James Gandolfini,Elias Koteas,Fallen,1997
"United States Special agent Leon S. Kennedy sneaks into a small Eastern Europe country to verify rumors that Bio Organic Weapons (B.O.W.s) are being used in war. Right after his infiltration, the US government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the B.O.W.s.",R,Makoto Kamiya,Director Not Available,Director Not Available,Shotaro Suga,Writer Not Available,Writer Not Available,Writer Not Available,9/25/2012,100 minutes,Sony Pictures Home Entertainment,Matthew Mercer,Courtenay Taylor,Roger Smith,Salli Saffioti,Carolyn Lawrence,Dave Wittenberg,Resident Evil: Damnation,2012
"In this irreverent, hilarious, adventurous buddy comedy, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good. (C) Relativity Media",PG ,Jimmy Hayward,Director Not Available,Director Not Available,John J. Strauss,Jimmy Hayward,Scott Mosier,Writer Not Available,11/1/2013,90 minutes,Relativity Media,Owen Wilson,Woody Harrelson,Amy Poehler,George Takei,Colm Meaney,Keith David,Free Birds,2013
"When a typical young high school girl discovers that she has the unique ability to traverse space and time, her efforts to use the power as a means of preserving the relationships she shares with her closest friends reveals the perpetually shifting nature of personal relationships in Digimon: The Movie director Mamoru Hosoda's warmhearted fantasy.",NR,Mamoru Hosoda,Director Not Available,Director Not Available,Satoko Okudera,Writer Not Available,Writer Not Available,Writer Not Available,3/3/2007,98 minutes,Tokikake Film Partners,Emily Hirst,Riisa Naka,Andrew Francis,Takuya Ishida,Alex Zahara,Ayami Kakiuchi,The Girl Who Leapt Through Time,2007
"Driven by the emotional and joyous rhythms of five great new songs from Academy-Award (R) winner Phil Collins, ""Brother Bear"" is Disney's exciting new animated holiday adventure. Set against the majestic natural splendor of the Great American Northwest, the film tells the story of a boy named Kenai, whose life takes an unexpected turn when the Great Spirits transform him into a bear - the creature he hates most. Befriended by a bear cub named Koda, Kenai sets out to regain his human form while his brother (who doesn't realize Kenai is now a bear) pursues him on a mission of revenge and family honor. With breathtaking animation, powerful emotion and humor, this film introduces a memorable cast of characters and paints an unforgettable tale of courage, honor and self-discovery.",G,Aaron Blaise,Bob Walker,Director Not Available,Tab Murphy,Lorne Cameron,David Hoselton,Steve Bencich,11/1/2003,85 minutes,Buena Vista Pictures,Joaquin Phoenix,Jeremy Suarez,Jason Raize,Rick Moranis,Dave Thomas,D.B. Sweeney,Brother Bear,2003
"""Strange Magic,"" a new animated film from Lucasfilm Ltd., is a madcap fairy tale musical inspired by ""A Midsummer Night's Dream."" Popular songs from the past six decades help tell the tale of a colorful cast of goblins, elves, fairies and imps, and their hilarious misadventures sparked by the battle over a powerful potion. Lucasfilm Animation Singapore and Industrial Light & Magic bring to life the fanciful forest turned upside down with world-class animation and visual effects. (C) Disney",PG ,Gary Rydstrom,Director Not Available,Director Not Available,George Lucas,David Berenbaum,Irene Mecchi,Gary Rydstrom,1/23/2015,99 minutes,Walt Disney Pictures,Alan Cumming,Kristin Chenoweth,Maya Rudolph,Meredith Ann Bull,Sam Palladio,Evan Rachel Wood,Strange Magic,2015
"An old friendship is renewed and new bonds are forged as Kenai and Nita set out on the adventure of a lifetime in this animated, direct-to-video sequel to the 2003 Disney hit Brother Bear. When Kenai emerges from his first hibernation with a hearty appetite and a craving for the best spring berries around, he takes his younger brother Koda to Crowberry Ridge for a delicious feast. As Rutt and Tuke scour the landside looking for some female companionship, Kenai is surprised to find his childhood friend Nita venturing into the wilderness with a pressing problem that only Kenai can solve. It appears as if the amulet given to Nita by Kenai has much greater power than either of them had previously thought, and in order to marry, the old friends must travel back to Hokani Falls to burn the amulet together. Now, as the pair travel over icy mountain ranges and down raging rivers, the plan set into motion by the Great Spirits for Nita and Kenai slowly begins to come into focus.",G,Ben Gluck,Benjamin Gluck,Director Not Available,Rich Burns,Writer Not Available,Writer Not Available,Writer Not Available,8/29/2006,73 minutes,Walt Disney Home Entertainment,Patrick Dempsey,Mandy Moore,Jeremy Suarez,Rick Moranis,Dave Thomas,Andrea Martin,Brother Bear 2,2006
"Because of a misunderstanding on his part, Clifford the Dog thinks his huge appetite threatens his owners' financial well-being--so Clifford and his three canine pals join a traveling carnival. Their goal is to enter a contest that will guarantee Clifford a lifetime supply of his favorite doggy snacks.",G,Robert Ramirez,Director Not Available,Director Not Available,Robert Ramirez,Rhett Reese,Writer Not Available,Writer Not Available,4/23/2004,73 minutes,Warner Bros. Pictures,John Ritter,Wayne Brady,Grey DeLisle,Clifford The Big Red Dog,Jenna Elfman,John Goodman,Clifford's Really Big Movie,2004
"After the critical and commercial success of The Little Mermaid, Beauty and the Beast and The Lion King, the Walt Disney Pictures animation studio embarked on their most serious and ambitious animated feature to date with this adaptation of Victor Hugo's classic novel Notre Dame de Paris. Quasimodo (voice of Tom Hulce) is a grotesquely deformed but kind-hearted young man who was abandoned by his parents as an infant and thrown down a well; he was rescued by the priests of Notre Dame, the massive cathedral in the heart of Paris, and he lives there, earning his keep as a bell ringer. Quasimodo has become the ward of Judge Frollo (voice of Tony Jay), an outwardly pious but deeply hateful man who treats Quasimodio with indifference and violently loathes the Gypsies who spend their days in the cathedral's courtyard. Frollo hopes to clear the Gypsies out of Paris with the help of Phoebus (voice of Kevin Kline), leader of the troops under Frollo's command. However, Phoebus does not share Frollo's racist views and harbors no ill will against the Gypsies. When Quasimodo is crowned King of the Fools after leaving Notre Dame during the annual festival of Topsy Turvy Day, the hunchback is ordered beaten by the guards as punishment, but Esmerelda (voice of Demi Moore), a hot-blooded but compassionate gypsy beauty, shows pity on him and helps free him from his chains. The lovely Esmerelda is the first woman to show kindness to the unfortunate Quasimodo, and the hunchback soon falls in love with her. However, the dashing Phoebus is also infatuated with her, and Esmerelda is attracted to Phoebus as well, though she feels a motherly affection for the hunchback. Judge Frollo finds that he also desires Esmerelda, which only inflames his hatred for the Gypsies when she refuses his proposals. Darker and less outwardly comic than most of Disney's features, The Hunchback of Notre Dame does feature comic relief in the form of Victor (voice of Charles Kimbrough) and Hugo (voice of Jason Alexander), a pair of gargoyles who befriend Quasimodo, as well as several songs from Alan Menken and Stephen Schwartz. ~ Mark Deming, Rovi",G,Gary Trousdale,Kirk Wise,Director Not Available,Tab Murphy,Bob Tzudiker,Irene Mecchi,Noni White,6/21/1996,91 minutes,Walt Disney Feature Animation,Tom Hulce,Demi Moore,Tony Jay,Kevin Kline,Paul Kandel,Jason Alexander,The Hunchback of Notre Dame,1996
"Darrell Rooney directed this direct-to-video sequel to Disney's 1994 The Lion King, which climaxed with Simba (voice of Matthew Broderick) enthroned as the ruling king of beasts following the death of the evil Scar. With the spirited tune He Lives in You, Simba and his mate Nala (Moira Kelly) issue a triumphant announcement of the birth of Lion Princess Kiara (Neve Campbell)! Given to misadventures and mischief, Kiara wanders into the forbidden Outlands, the haunt of Scar's exiled minions, and there she encounters another mischievous cub, Kovu (Jason Marsden), son of lioness Zira (Suzanne Pleshette), once a close friend of the late Scar and now the leader of the exiles. Zira plots against Kiara, drawing her son into her scheme. Kovu has divided loyalties as his love for Kiara deepens. Several original characters (and original voices) from the 1994 film return.",G,Rob LaDuca,Darrell Rooney,Director Not Available,Flip Kobler,Cindy Marcus,Writer Not Available,Writer Not Available,10/27/1998,75 minutes,Walt Disney Television Animation,Jason Marsden,Suzanne Pleshette,Andy Dick,Matthew Broderick,James Earl Jones,Moira Kelly,The Lion King II: Simba's Pride,1998
"In a land of mad scientists and diabolical inventions, what do you do when youre born with a hunch on your back? You become an Igor. A twist on the classic monster movie, that tells the story of one Igor--who's sick of being a lowly lab assistant with a ""Yes Master's"" degree--and dreams of becoming a scientist. When his cruel master kicks the bucket a week before the annual Evil Science Fair, Igor finally gets his chance. With the help of two of his experimental creations--Brain, a brain in a jar who's a little light on brains, and Scamper, a cynical bunny brought back from being road kill, Igor embarks on building the most evil invention of all time, a huge, ferocious monster. Unfortunately, instead of turning out evil, the monster turns out as Eva, a giant aspiring actress who wouldn't hurt a fly. Just when the load on his back can't get any heavier, Igor and his band of monstrous misfits uncover an evil plot that threatens their world. Now, they must fight to save it and prove that heroes come in all shapes and sizes.",PG ,Anthony Leondis,Tony Leondis,Director Not Available,Chris McKenna (II),Writer Not Available,Writer Not Available,Writer Not Available,9/19/2008,86 minutes,MGM,John Cusack,Steve Buscemi,John Cleese,Jennifer Coolidge,Arsenio Hall,Sean Hayes,Igor,2008
"DreamWorks Animation's TROLLS is an irreverent comedy extravaganza with incredible music! From the genius creators of SHREK, TROLLS stars Anna Kendrick as Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, played by Justin Timberlake. Together, this unlikely pair of Trolls must embark on an adventure that takes them far beyond the only world they've ever known.",PG ,Mike Mitchell,Walt Dohrn,Director Not Available,Jonathan Aibel,Glenn Berger,Writer Not Available,Writer Not Available,11/4/2016,100 minutes,DreamWorks Animation,Anna Kendrick,Justin Timberlake,Gwen Stefani,Zooey Deschanel,Christopher Mintz-Plasse,James Corden,Trolls,2016
"The first Disney cartoon to be produced in the 70 mm format since The Black Cauldron (1985), this blend of traditional animation with computer-generated imagery is a straight adventure tale of the Jules Verne school, eschewing the studio's typical formula of cute critters mixed with song-and-dance routines. Michael J. Fox is the voice of Milo Thatch, a lowly museum employee and linguist in the early 20th century who's determined to continue his late grandfather's search for the lost, sunken empire of Atlantis. Bankrolled by eccentric millionaire Preston Whitmore (John Mahoney), Milo teams up with a diverse crew of mercenaries led by submarine commander Rourke (James Garner). After a sea battle with a giant denizen of the deep, the explorers locate the submerged civilization. Milo falls in love with Princess Kida (Cree Summer), the daughter of Atlantis' aged ruler (Leonard Nimoy), and must choose sides when it's revealed that some of his fellow expedition members intend to steal a mystical energy source from their hosts. Claudia Christian, Mark Hamill, David Ogden Stiers, Don Novello, and the late Jim Varney co-star. Although considered a shoo-in for a nomination in the debut year of the new Oscar category of Best Animated Feature, Atlantis: The Lost Empire faced stiff competition from other non-live-action entertainment in the summer of 2001, including Shrek, Final Fantasy, and Monsters Inc..",PG ,Gary Trousdale,Kirk Wise,Director Not Available,Gary Trousdale,Joss Whedon,Kirk Wise,Tab Murphy,6/15/2001,95 minutes,Walt Disney Pictures,Michael J. Fox,James Garner,Cree Summer,Don Novello,Phil Morris,Claudia Christian,Atlantis - The Lost Empire,2001
"Welcome to the Hotel Transylvania, Dracula's (Adam Sandler) lavish five-stake resort, where monsters and their families can live it up, free to be the monsters they are without humans to bother them. On one special weekend, Dracula has invited some of the world's most famous monsters--Frankenstein and his bride, the Mummy, the Invisible Man, a family of werewolves, and more--to celebrate his daughter Mavis's 118th birthday. For Drac, catering to all of these legendary monsters is no problem--but his world could come crashing down when one ordinary guy stumbles on the hotel and takes a shine to Mavis. -- (C) Sony",PG ,Genndy Tartakovsky,Director Not Available,Director Not Available,Don Rhymer,Peter Baynham,Robert Smigel,Writer Not Available,9/28/2012,91 minutes,Sony Pictures,Adam Sandler,Selena Gomez,Andy Samberg,Kevin James,Fran Drescher,Steve Buscemi,Hotel Transylvania,2012
"The Swan Princess is an animated, musical adaption of the fairy tale, ""Swan Lake."" An aging king (Dakin Matthews) and a widowed queen (Sandy Duncan) arrange a marriage between his only daughter and her only son, despite the two children's initial dislike of one another. Eventually they fall in love, but the evil sorcerer Rothbart (Jack Palance), desiring the throne for himself, enchants the princess Odette (Michelle Nicastro). She is a swan by day, and becomes a woman only when the moon rises. Prince Derek (Howard McGillin) refuses to accept another bride and continues to search for his lost love. When he finds her, Derek must fight the sorcerer to free her from the spell. Winner of the Film Advisory Board Award of Excellence and the Parent's Choice Award, this adventure exhibits high quality animation and a blend of romantic and humorous musical numbers. The animal characters are fun without being too cute, including Jean-Bob the frog who thinks he is a prince, given voice by John Cleese. The subtle layering of spiritual symbolism makes this film intelligent enough for adults to enjoy as well as children. ~ Lucinda Ramsey, Rovi",G,Richard Rich,Director Not Available,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,6/1/1994,90 minutes,New Line Cinema,Jack Palance,Howard McGillin,Michelle Nicastro,Liz Callaway,John Cleese,Steven Wright,The Swan Princess,1994
"This feverishly energetic comedy combines stop-motion animation and live action from director Henry Selick, creator of The Nightmare Before Christmas (1993) and James and the Giant Peach (1996). Brendan Fraser stars as Stu Miley, a cartoonist who created a randy monkey character called Monkeybone that has taken off in popularity, making him a celebrity. Stu's set to launch a TV series based on Monkeybone and marry his beautiful fiance Julie (Bridget Fonda) when he's injured in a freak accident that puts him in a coma. He travels to Dark Town, a holding area for the comatose who wait to either regain consciousness or move on to the afterlife with the help of Death (Whoopi Goldberg). Dark Town is also a realm where fictional characters reside and before long Stu has met the vulgar Monkeybone, who travels back to the land of the living to inhabit Stu's body. Aided by Kitty (Rose McGowan), Stu must find a way to reclaim his body and put Monkeybone back in his place before the raunchy primate ruins his charmed life. Monkeybone is based on the cartoon graphic novel Dark Town by Kaja Blackley. ~ Karl Williams, Rovi",PG-13 ,Henry Selick,Director Not Available,Director Not Available,Sam Hamm,Writer Not Available,Writer Not Available,Writer Not Available,2/23/2001,92 minutes,20th Century Fox,Brendan Fraser,Bridget Fonda,Chris Kattan,John Turturro,Giancarlo Esposito,Rose McGowan,Monkeybone,2001
"A young robot with incredible powers, super strength, and the purest spirit on the planet discovers the joys of being human while embarking on a worldwide journey to discover his true potential in this animated update of Osamu Tezuka's classic anime story. Astro Boy (Freddie Highmore) is a young robot from futuristic Metro City. Created by a brilliant scientist named Tenma (Nicolas Cage), and powered by pure positive ""blue"" energy that gives him such abilities as x-ray vision, inhuman speed, and flight, the wide-eyed android longs to find his true place in the world. He sets out on an epic journey that brings him face to face with an underworld army of robots and some of the strangest creatures ever to walk the Earth, and along the way learns to experience human feelings and emotions. Astro Boy's remarkable mission of discovery is suddenly cut short, however, when he learns that his friends and family back in Metro City are in grave danger. As Astro Boy prepares to face off against his greatest adversary in order to save everything he cares most about, he realizes that only through victory will he finally discover what it takes to be a hero. ~ Jason Buchanan, Rovi",PG ,David Bowers,Director Not Available,Director Not Available,Timothy Hyde Harris,David Bowers,Timothy Harris,Writer Not Available,10/23/2009,94 minutes,Summit Entertainment,Freddie Highmore,Nicolas Cage,Kristen Bell,Nathan Lane,Eugene Levy,Matt Lucas,Astro Boy (AstroBoy),2009
"Academy Award (R) winner Morgan Freeman (""Million Dollar Baby,"" ""Dolphin Tale"") narrates the IMAX 3D (R) documentary ""Island of Lemurs: Madagascar,"" the incredible true story of nature's greatest explorers-lemurs. The film reunites Freeman with Drew Fellman, who also wrote and produced the 2011 IMAX 3D documentary ""Born to Be Wild 3D,"" and director David Douglas, who served as director of photography on that film. Captured with IMAX (R) 3D cameras, ""Island of Lemurs: Madagascar"" takes audiences on a spectacular journey to the remote and wondrous world of Madagascar. Lemurs arrived in Madagascar as castaways millions of years ago and evolved into hundreds of diverse species but are now highly endangered. Join trailblazing scientist Dr. Patricia Wright on her lifelong mission to help these strange and adorable creatures survive in the modern world.(C) Warner Bros",G,David Douglas,Drew Fellman,Director Not Available,Drew Fellman,Writer Not Available,Writer Not Available,Writer Not Available,4/4/2014,40 minutes,Warner Bros. Pictures,Morgan Freeman,Patricia Wright,Dr. Hantanirina Rasamimanana,Cast Not Available,Cast Not Available,Cast Not Available,Island Of Lemurs: Madagascar,2014
"The Many Adventures of Winnie the Pooh is an hour-long compendium of the three Disney ""Winnie"" animated short subjects produced between 1966 and 1974. Sterling Holloway provides the voice of A.A. Milne's whimsical pooh-bear in all three cartoons, the first two of which are directed by Wolfgang Reithermann and the last by John Lounsbery. The program consists of Winnie the Pooh and the Honey Tree (1966), Winnie the Pooh and the Blustery Day (1968, which won an Academy Award for Best Animated Short Subject), and Winnie the Pooh and Tigger Too! (1974). The Many Adventures of Winnie the Pooh was originally prepared in 1977 for theatrical release, and has since been available primarily in home-video form.",G,Wolfgang Reitherman,John Lounsbery,Director Not Available,Larry Clemmons,Ralph Wright,Vance Gerry,Writer Not Available,3/11/1977,74 minutes,Walt Disney Productions,Sterling Holloway,Paul Winchell,Junius Matthews,Howard Morris,Clint Howard,Barbara Luddy,Many Adventures of Winnie the Pooh,1977
"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan, and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home. (C) Lionsgate",PG ,Mark Burton,Richard Starzak,Director Not Available,Mark Burton,Richard Starzak,Writer Not Available,Writer Not Available,8/5/2015,84 minutes,Lionsgate,Justin Fletcher,John Sparkes,Omid Djalili,Richard Webber,Kate Harbour,Tim Hands,Shaun the Sheep Movie,2015
"Oscar is a fast-talking little fish that dreams big. But his big dreams land him in hot water when a great white lie turns him into an unlikely hero. At first, his fellow fish swallow Oscar's story hook, line and sinker and he is showered with fame and fortune. It's all going along swimmingly, until it starts to become clear that Oscar's tale about being the defender of the Reef is all wet. Oscar is finding out that being a hero comes at a Market Price when his lie threatens to make him the Catch of the Day. Now he has to tread water until he can get the scales to tip back in his favor again.",PG ,Eric 'Bibo' Bergeron,Rob Letterman,Bibo Bergeron,Damian Shannon,Mark Swift,Michael J. Wilson,Rob Letterman,10/1/2004,90 minutes,DreamWorks SKG,Will Smith,Robert De Niro,Rene Zellweger,Angelina Jolie,Jack Black,Martin Scorsese,Shark Tale,2004
"""Elf: Buddy's Musical Christmas"" combines the humor and spirit of both the beloved 2003 holiday film, which drew glowing reviews and earned $173 million at the domestic box office, and the hit Broadway production. The special is an all-new retelling of Buddy's delightfully absurd yet heartwarming story and blends the look and feel of the stop-motion animated Christmas specials of the past with the sharp sensibility of the modern-day classic holiday film. -- (C) NBC",NR,Mark Caballero,Seamus Walsh,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,12/16/2014,60 minutes,Warner Bros. Animation,Jim Parsons,Mark Hamill,Edward Asner,Fred Armisen,Jay Leno,Matt Lauer,Elf: Buddy's Musical Christmas,2014
"A blend of live-action and animation, Fun and Fancy Free is comprised of two distinct tales linked by additional footage featuring Jiminy Cricket. Disney had been planning to use each story for separate feature films but the involvement of the United States in WWII disrupted his plans and the stories were shelved until after the war. The first is a musical story based on a children's story by Sinclair Lewis and is narrated by Dinah Shore, who also sings. It is the tale of a sad little circus bear named Bongo who is adored when performing but ignored after the show. Tired of travelling and being mistreated, he escapes into the forest where he discovers that life in the wilderness is not as free and easy as he thought. Despite the obstacles awaiting him, Bongo manages to find the thing he most longed for -- true love. By contemporary standards, the story is almost 'unbearably' sweet, but it should be remembered that such candy-coated fluff as ""Bongo"" was the remedy war-weary audiences needed to lift their spirits. The second tale is more zesty thanks to the peppery repartee between ventriloquist Edgar Bergen and his two dummies Charlie McCarthy and Mortimer Snerd. Together the three tell would-be Disney child star Luana Patton, a story based on ""Jack and the Beanstalk"" featuring Mickey Mouse, Donald Duck and Goofy, who climb a magic beanstalk and try to retrieve a stolen singing harp to restore wealth to their impoverished kingdom. In 1997, to commemorate the film's 50th anniversary, it was released on video tape in a restored version (the executive producers in charge of restoration were Phil Savenkic and Harry Arends) that has brought the colorful animated sequences back to their original depth and vibrance. This video version also contains a brief but informative documentary hosted by noted film historian Leonard Maltin and narrated by Corey Burton at the end that gives the fascinating history of the films. It also contains rare footage of the making of the films and a priceless segment in which Walt Disney performs as Mickey Mouse. ""Mickey and the Beanstalk"" was the last time Disney provided his voice.",G,Jack Kinney,Hamilton Luske,Bill Roberts,Ted Sears,Eldon Dedini,Homer Brightman,Harry Reeves,9/27/1947,96 minutes,RKO Pictures,Edgar Bergen,Dinah Shore,Anita Gordon,Mickey Mouse,Cliff Edwards,Billy Gilbert,Fun & Fancy Free,1947
"When the gentle woodcarver Geppetto (Christian Rub) builds a marionette to be his substitute son, a benevolent fairy brings the toy to life. The puppet, named Pinocchio (Dick Jones), is not yet a human boy. He must earn the right to be real by proving that he is brave, truthful, and unselfish. But, even with the help of Jiminy (Cliff Edwards), a cricket who the fairy assigns to be Pinocchio's conscience, the marionette goes astray. He joins a puppet show instead of going to school, he lies instead of telling the truth, and he travels to Pleasure Island instead of going straight home. Yet, when Pinocchio discovers that a whale has swallowed Geppetto, the puppet single-mindedly journeys into the ocean and selflessly risks his life to save his father, thereby displaying that he deserves to be a real boy. Based on a series of stories by 19th century Italian author Carlo Collodi, Pinocchio came under fire for being a sugarcoated version of its original tale, but the film's moral did have a strong educational effect on children. Soon enough, a 16 mm excerpt from the picture, titled ""Pinocchio: A Lesson in Honesty,"" was released for teachers to use in schools. ~ Aubry Anne D'Arminio, Rovi",G,Hamilton Luske,Ben Sharpsteen,Walt Disney,Aurelius Battaglia,Ted Sears,Webb Smith,Erdman Penner,2/7/1940,88 minutes,RKO,Dick Jones,Dickie Jones,Christian Rub,Cliff Edwards,Evelyn Venable,Mel Blanc,Pinocchio,1940
